age,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,job_n,marital_n,education_n,default_n,housing_n,loan_n,poutcome_n
82,-1.8,93.749,-34.6,0.643,5,2,0,0,0,0,2
31,1.4,93.918,-42.7,4.963,3,1,3,0,1,0,0
22,1.4,93.918,-42.7,4.962,3,1,3,0,1,0,0
50,1.4,93.918,-42.7,4.963,1,1,1,0,0,0,0
42,-1.8,92.893,-46.2,1.334,3,2,1,1,1,0,1
33,-1.8,92.893,-46.2,1.291,8,0,3,0,2,2,0
32,1.4,94.465,-41.8,4.961,1,0,3,0,0,0,0
40,1.4,93.444,-36.1,4.963,4,1,6,0,1,0,0
31,1.1,93.994,-36.4,4.86,3,2,3,0,0,0,0
53,1.4,94.465,-41.8,4.967,3,0,3,1,0,1,0
54,-3.4,92.431,-26.9,0.739,0,0,4,0,0,0,0
27,1.1,93.994,-36.4,4.858,3,0,3,0,1,0,0
35,1.4,93.918,-42.7,4.963,3,0,3,1,1,0,0
34,-1.8,93.369,-34.8,0.635,6,0,6,0,2,2,0
57,1.4,93.918,-42.7,4.962,3,0,3,0,1,0,0
31,-0.1,93.2,-42.0,4.076,10,1,1,0,0,0,0
30,1.4,93.918,-42.7,4.963,6,0,6,0,1,1,0
29,1.4,94.465,-41.8,4.959,4,1,6,0,1,1,0
48,1.4,93.918,-42.7,4.96,3,0,3,0,0,0,0
29,1.4,93.444,-36.1,4.966,4,1,1,0,0,0,0
45,1.1,93.994,-36.4,4.859,4,2,4,0,1,0,0
40,1.4,93.918,-42.7,4.962,1,0,2,0,1,0,0
36,1.4,94.465,-41.8,4.96,2,1,6,0,1,0,0
30,-1.8,93.075,-47.1,1.365,2,0,6,0,1,0,0
37,-3.4,92.431,-26.9,0.74,3,0,2,0,1,0,0
34,1.4,93.444,-36.1,4.966,2,1,6,0,1,1,0
36,1.1,93.994,-36.4,4.86,2,2,6,0,0,0,0
35,1.4,93.918,-42.7,4.958,8,0,6,0,1,0,0
41,1.1,93.994,-36.4,4.855,0,0,2,0,0,0,0
44,1.4,93.444,-36.1,4.966,6,0,3,0,1,0,0
35,-0.1,93.2,-42.0,4.191,2,0,6,0,0,0,0
46,1.1,93.994,-36.4,4.86,3,0,3,0,0,0,0
60,1.4,93.918,-42.7,4.962,4,0,1,0,0,0,0
51,1.4,93.444,-36.1,4.963,9,0,5,1,1,0,0
41,1.4,93.444,-36.1,4.968,4,0,6,0,1,0,0
55,1.4,93.918,-42.7,4.962,6,2,2,1,0,0,0
32,-1.8,92.893,-46.2,1.266,3,1,3,0,0,0,0
46,1.4,94.465,-41.8,4.864,7,0,2,1,1,0,0
71,-3.4,92.379,-29.8,0.773,5,0,5,0,1,0,0
52,1.4,93.918,-42.7,4.963,1,0,0,0,1,0,0
19,-1.8,93.075,-47.1,1.405,11,1,5,0,1,0,0
29,-1.8,93.075,-47.1,1.405,4,1,6,0,0,0,0
33,1.1,93.994,-36.4,4.858,3,0,3,0,1,0,0
33,1.4,93.444,-36.1,4.967,2,1,6,0,1,0,0
26,1.1,93.994,-36.4,4.858,2,1,1,0,0,1,0
55,1.4,93.918,-42.7,4.963,2,0,6,0,0,1,0
37,1.1,93.994,-36.4,4.857,3,1,3,0,0,0,0
30,-1.8,93.075,-47.1,1.435,8,1,6,0,0,0,0
56,1.4,93.918,-42.7,4.957,2,0,6,0,1,1,0
49,1.4,93.444,-36.1,4.963,1,2,1,0,1,0,0
50,-3.4,92.379,-29.8,0.749,4,0,6,0,1,1,0
32,1.4,93.918,-42.7,4.958,2,1,6,0,0,1,0
25,1.4,93.918,-42.7,4.963,3,0,3,0,0,0,0
41,-1.8,92.893,-46.2,1.281,1,0,1,0,1,1,0
57,-0.1,93.2,-42.0,4.021,6,0,6,0,1,0,0
44,1.4,93.918,-42.7,4.96,3,0,3,1,1,0,0
40,-3.4,92.379,-29.8,0.773,7,0,4,0,1,0,0
31,1.1,93.994,-36.4,4.857,3,0,1,1,1,0,0
76,-1.8,93.876,-40.0,0.697,5,2,0,0,1,0,1
60,1.1,93.994,-36.4,4.859,5,0,1,0,0,0,0
27,-1.8,93.749,-34.6,0.635,11,1,5,0,1,0,1
24,1.1,93.994,-36.4,4.86,11,1,1,0,0,0,0
58,1.4,94.465,-41.8,4.947,5,0,0,1,1,0,0
54,1.4,93.444,-36.1,4.962,6,0,6,0,1,1,0
28,1.4,94.465,-41.8,4.947,8,1,6,0,1,0,0
37,1.4,93.918,-42.7,4.963,2,0,6,1,1,0,0
80,-1.1,94.199,-37.5,0.879,5,2,0,0,1,0,0
57,1.4,93.918,-42.7,4.961,9,0,5,1,0,0,0
47,-0.1,93.2,-42.0,4.153,1,0,1,0,0,0,0
47,1.1,93.994,-36.4,4.86,2,1,6,1,1,1,0
27,-1.7,94.027,-38.3,0.9,11,1,6,0,0,0,2
42,-2.9,92.201,-31.4,0.883,2,1,6,0,0,0,0
51,1.1,93.994,-36.4,4.857,2,0,6,0,0,0,0
37,1.1,93.994,-36.4,4.86,4,0,6,0,0,0,0
42,1.4,93.918,-42.7,4.957,2,1,6,1,1,1,0
33,1.4,93.918,-42.7,4.96,2,0,3,0,1,1,0
32,-0.1,93.2,-42.0,4.406,2,1,6,0,0,0,0
33,1.1,93.994,-36.4,4.86,8,1,6,0,0,0,0
37,1.1,93.994,-36.4,4.857,2,0,6,0,0,0,0
34,-1.8,92.893,-46.2,1.334,0,0,1,1,1,1,1
39,-1.8,92.893,-46.2,1.334,3,0,3,1,0,1,1
72,-1.7,94.027,-38.3,0.891,5,2,6,0,0,0,1
42,1.4,94.465,-41.8,4.958,6,0,6,0,0,0,0
34,-1.8,92.893,-46.2,1.313,2,1,1,0,1,0,1
31,-0.1,93.2,-42.0,4.12,2,1,1,0,1,0,0
42,1.1,93.994,-36.4,4.856,4,0,4,1,0,0,0
53,1.1,93.994,-36.4,4.856,5,1,4,1,1,0,0
29,1.1,93.994,-36.4,4.859,1,1,6,0,0,0,0
30,-3.0,92.713,-33.0,0.72,4,0,6,0,1,0,2
33,1.4,93.918,-42.7,4.968,2,1,4,0,1,0,0
45,1.1,93.994,-36.4,4.856,3,0,3,1,0,0,0
32,1.4,94.465,-41.8,4.864,1,0,1,1,1,0,0
43,-1.8,92.893,-46.2,1.281,8,1,1,1,0,0,0
32,-0.1,93.2,-42.0,4.12,7,2,1,0,0,0,0
32,1.4,93.444,-36.1,4.965,4,1,6,0,1,1,0
46,1.1,93.994,-36.4,4.857,2,0,5,1,0,0,0
48,1.4,93.444,-36.1,4.963,3,0,0,0,0,0,0
52,-1.8,93.075,-47.1,1.445,3,0,0,0,1,0,0
29,1.1,93.994,-36.4,4.858,2,1,6,0,1,0,0
29,1.4,93.918,-42.7,4.958,2,1,6,0,0,1,0
56,1.4,93.918,-42.7,4.968,3,0,2,1,1,0,0
68,-1.1,94.601,-49.5,1.0,5,2,1,0,1,0,0
49,1.4,93.444,-36.1,4.962,1,2,1,0,1,0,0
51,1.4,93.444,-36.1,4.968,2,0,6,1,1,0,0
34,1.4,94.465,-41.8,4.961,0,1,6,0,0,0,0
26,-1.1,94.199,-37.5,0.881,2,1,6,0,1,0,1
41,-0.1,93.2,-42.0,4.021,3,1,3,1,0,0,0
35,-0.1,93.2,-42.0,4.153,6,1,1,0,1,0,1
40,1.4,94.465,-41.8,4.866,10,0,6,1,0,0,0
38,-1.8,92.893,-46.2,1.266,4,1,4,0,1,0,0
40,1.4,94.465,-41.8,4.864,3,2,3,1,0,1,0
28,1.4,93.918,-42.7,4.966,6,1,5,0,0,0,0
57,-1.8,93.075,-47.1,1.365,5,0,6,0,0,0,1
28,-1.8,92.843,-50.0,1.811,4,1,6,0,0,0,0
44,1.1,93.994,-36.4,4.857,1,2,1,0,0,0,0
26,-2.9,92.201,-31.4,0.879,11,1,3,0,1,0,2
36,-0.1,93.2,-42.0,4.12,10,1,6,0,1,0,0
58,1.1,93.994,-36.4,4.859,2,2,3,1,1,0,0
46,1.4,93.444,-36.1,4.967,6,0,1,0,0,0,0
31,-1.8,93.075,-47.1,1.405,3,1,3,0,1,1,0
30,1.1,93.994,-36.4,4.858,11,1,3,0,0,0,0
40,1.4,93.918,-42.7,4.958,0,2,1,1,0,1,0
28,-2.9,92.963,-40.8,1.266,8,1,6,0,1,1,0
32,-1.8,92.893,-46.2,1.264,2,2,1,0,0,0,0
54,1.4,93.444,-36.1,4.965,3,0,0,1,1,1,0
26,1.1,93.994,-36.4,4.859,3,1,1,0,1,0,0
53,1.4,94.465,-41.8,4.864,1,0,1,1,0,0,0
45,1.4,93.444,-36.1,4.97,6,2,1,0,1,0,0
47,1.4,93.444,-36.1,4.965,6,0,6,0,1,0,0
33,-1.8,92.893,-46.2,1.291,1,0,2,0,1,1,1
48,1.4,93.444,-36.1,4.965,1,0,1,1,1,1,0
36,-0.1,93.2,-42.0,4.153,3,0,3,0,0,1,0
50,1.4,93.444,-36.1,4.968,1,0,2,0,1,0,0
56,1.4,94.465,-41.8,4.959,5,0,2,0,1,1,0
42,-1.8,93.075,-47.1,1.41,10,0,3,0,1,0,0
32,1.4,93.918,-42.7,4.962,4,1,6,0,1,0,0
29,-1.8,92.893,-46.2,1.281,3,0,3,0,0,0,1
35,1.1,93.994,-36.4,4.86,2,0,1,0,1,0,0
46,1.1,93.994,-36.4,4.856,3,0,5,0,0,0,0
51,-1.8,93.369,-34.8,0.636,2,0,6,0,1,1,1
41,1.4,93.444,-36.1,4.968,4,0,6,0,1,1,0
38,-1.8,92.893,-46.2,1.259,1,0,1,0,1,0,1
58,1.4,93.918,-42.7,4.963,0,0,0,0,1,0,0
41,1.1,93.994,-36.4,4.856,2,0,6,0,1,0,0
36,-0.1,93.2,-42.0,4.021,4,1,5,0,1,0,0
49,-1.1,94.601,-49.5,0.985,2,0,1,1,0,0,2
32,-1.8,92.843,-50.0,1.52,2,1,6,0,0,0,0
31,1.1,93.994,-36.4,4.856,2,1,6,0,1,0,0
46,1.4,94.465,-41.8,4.958,3,0,2,0,0,0,0
36,1.4,93.444,-36.1,4.968,2,0,6,0,1,0,0
48,-0.1,93.2,-42.0,4.021,3,0,0,0,1,0,0
30,1.1,93.994,-36.4,4.858,6,2,1,0,1,0,0
39,1.4,94.465,-41.8,4.961,10,0,1,0,0,0,0
49,-0.1,93.2,-42.0,4.076,7,2,1,0,2,2,0
33,-1.1,94.199,-37.5,0.879,4,1,4,0,1,0,0
40,-0.1,93.2,-42.0,4.153,2,0,1,0,1,0,0
32,1.4,93.444,-36.1,4.964,4,1,6,0,0,1,0
46,-1.8,93.075,-47.1,1.365,2,0,2,0,0,0,0
35,1.4,93.918,-42.7,4.961,2,2,6,0,1,0,0
35,-1.8,92.893,-46.2,1.313,3,0,1,0,1,0,0
51,1.4,93.918,-42.7,4.962,6,0,6,0,1,0,0
54,-1.8,92.893,-46.2,1.334,4,2,6,0,0,0,0
46,1.1,93.994,-36.4,4.857,3,0,0,1,1,1,0
51,1.1,93.994,-36.4,4.858,2,0,4,1,0,0,0
49,1.4,93.918,-42.7,4.96,7,2,3,1,0,0,0
34,-1.8,92.893,-46.2,1.281,6,0,6,0,0,1,2
29,-0.1,93.2,-42.0,4.076,10,0,6,0,0,0,0
34,1.4,93.444,-36.1,4.965,2,1,6,0,1,0,0
51,1.4,93.918,-42.7,4.962,6,0,6,1,0,0,0
38,1.4,93.444,-36.1,4.965,2,0,6,0,1,0,0
31,1.4,93.444,-36.1,4.963,2,0,6,0,1,0,0
45,-1.8,92.893,-46.2,1.266,2,2,6,0,1,0,0
34,1.4,93.444,-36.1,4.964,4,2,4,0,0,0,0
43,-1.8,93.075,-47.1,1.405,6,0,6,0,1,1,0
33,-0.1,93.2,-42.0,4.021,3,1,0,0,1,0,0
29,1.4,93.444,-36.1,4.963,6,1,6,0,1,0,0
42,1.4,94.465,-41.8,4.864,3,0,3,1,0,0,0
31,-1.8,92.893,-46.2,1.266,4,1,6,0,1,0,0
35,-1.8,93.075,-47.1,1.405,2,1,6,0,1,0,0
53,1.1,93.994,-36.4,4.855,8,0,6,0,0,0,0
45,1.4,93.918,-42.7,4.962,2,0,4,0,0,0,0
51,1.1,93.994,-36.4,4.857,3,2,5,1,1,1,0
33,-1.8,93.876,-40.0,0.682,3,0,2,0,0,0,0
43,1.1,93.994,-36.4,4.857,1,0,1,0,0,0,0
44,1.4,93.444,-36.1,4.963,2,0,3,1,1,1,0
33,1.1,93.994,-36.4,4.859,3,0,2,1,0,0,0
44,-1.7,94.055,-39.8,0.715,4,0,6,0,1,0,1
44,1.1,93.994,-36.4,4.857,6,1,6,1,1,0,0
40,1.4,94.465,-41.8,4.961,0,0,1,1,1,0,0
59,1.1,93.994,-36.4,4.859,5,0,4,1,0,0,0
50,-0.1,93.2,-42.0,4.153,1,0,1,0,1,0,0
37,1.4,93.444,-36.1,4.963,4,1,6,0,0,0,0
35,1.1,93.994,-36.4,4.857,4,0,4,0,0,0,0
25,1.4,93.918,-42.7,4.963,3,0,3,0,0,0,0
26,1.1,93.994,-36.4,4.857,2,1,6,0,0,0,0
49,-3.4,92.649,-30.1,0.715,6,0,6,0,0,1,0
25,1.4,93.918,-42.7,4.963,2,1,1,0,0,1,0
57,1.4,94.465,-41.8,4.961,2,0,6,0,0,1,0
43,1.4,94.465,-41.8,4.961,7,0,4,0,1,0,0
26,1.4,94.465,-41.8,4.962,3,1,5,0,1,1,0
40,1.4,93.444,-36.1,4.965,2,1,1,0,1,0,0
32,1.1,93.994,-36.4,4.858,3,0,3,1,0,0,0
32,-0.1,93.2,-42.0,4.021,10,1,1,1,1,1,0
34,1.1,93.994,-36.4,4.859,3,0,0,0,0,0,0
54,1.1,93.994,-36.4,4.86,3,2,0,0,0,0,0
25,1.4,94.465,-41.8,4.967,2,0,6,0,1,0,0
37,1.1,93.994,-36.4,4.859,6,0,6,0,1,0,0
43,-0.1,93.2,-42.0,4.12,3,1,2,0,1,0,0
46,-3.4,92.379,-29.8,0.803,2,0,1,0,1,1,0
32,-1.8,92.843,-50.0,1.64,11,1,6,0,0,0,0
51,1.4,93.444,-36.1,4.964,2,0,6,0,1,0,0
31,1.4,94.465,-41.8,4.959,11,1,5,1,1,0,0
45,-1.8,92.893,-46.2,1.344,3,1,3,1,1,0,0
47,-3.4,92.379,-29.8,0.77,2,2,1,0,1,0,2
38,-3.4,92.379,-29.8,0.819,2,1,6,0,1,0,0
26,-1.8,92.893,-46.2,1.266,4,1,4,0,1,0,0
31,-2.9,92.963,-40.8,1.281,2,1,6,0,0,0,1
35,-1.8,92.893,-46.2,1.291,3,0,3,0,1,0,0
34,-1.1,94.767,-50.8,1.046,4,0,5,0,1,0,2
59,1.1,93.994,-36.4,4.859,3,0,0,0,1,0,0
36,1.4,93.444,-36.1,4.963,2,0,6,1,1,0,0
32,1.4,94.465,-41.8,4.967,2,1,6,0,1,1,0
36,-1.8,92.893,-46.2,1.327,1,0,1,0,0,0,1
37,1.4,93.444,-36.1,4.963,2,0,6,0,1,0,0
25,-1.8,93.075,-47.1,1.405,8,2,6,0,1,0,0
53,1.4,94.465,-41.8,4.961,2,1,1,0,0,0,0
44,-0.2,92.756,-45.9,3.053,3,0,0,0,1,1,0
48,1.4,93.918,-42.7,4.961,3,0,0,0,1,0,0
42,-1.8,92.893,-46.2,1.281,3,0,0,0,1,0,0
58,1.4,93.444,-36.1,4.968,2,0,1,0,1,0,0
84,-1.8,93.749,-34.6,0.635,5,2,0,0,0,0,1
52,-0.1,93.2,-42.0,4.153,4,0,1,0,1,0,0
28,-1.8,92.893,-46.2,1.327,4,0,6,0,1,0,0
32,1.4,93.918,-42.7,4.963,3,0,2,0,1,0,0
32,-1.8,92.893,-46.2,1.313,3,0,0,0,1,0,0
46,1.1,93.994,-36.4,4.857,3,0,3,1,0,0,0
31,-1.1,94.199,-37.5,0.879,1,1,1,0,0,0,0
32,-1.8,93.075,-47.1,1.405,2,0,1,0,1,1,1
40,1.4,93.444,-36.1,4.964,8,0,6,0,1,0,0
50,1.4,93.444,-36.1,4.963,6,0,6,0,0,0,0
30,1.4,93.444,-36.1,4.964,4,1,6,0,0,0,0
52,-1.8,92.893,-46.2,1.334,3,0,0,1,0,0,0
33,1.4,93.918,-42.7,4.962,1,0,1,0,1,1,0
34,-3.4,92.431,-26.9,0.742,6,0,6,0,0,0,0
35,-1.8,93.075,-47.1,1.405,2,1,6,0,1,0,0
30,-3.4,92.431,-26.9,0.742,6,0,6,0,0,0,0
37,-1.7,94.215,-40.3,0.782,2,1,1,0,0,0,1
45,1.1,93.994,-36.4,4.856,1,1,4,1,2,2,0
48,1.4,93.444,-36.1,4.963,3,0,2,0,1,0,0
53,-1.8,93.075,-47.1,1.405,2,0,2,0,1,0,0
49,-1.8,92.893,-46.2,1.291,4,2,4,0,1,0,0
51,1.4,93.444,-36.1,4.967,4,0,1,1,2,2,0
42,-0.1,93.2,-42.0,4.191,2,2,1,0,2,2,1
34,1.4,93.918,-42.7,4.962,3,0,2,1,1,0,0
25,-1.8,92.893,-46.2,1.266,2,1,6,0,0,0,1
39,1.1,93.994,-36.4,4.857,3,0,3,1,1,0,0
34,1.4,93.444,-36.1,4.963,4,0,1,1,1,0,0
35,1.1,93.994,-36.4,4.859,11,0,6,0,1,0,0
48,-0.1,93.2,-42.0,4.191,6,0,5,0,1,1,0
39,-3.4,92.431,-26.9,0.737,2,1,1,0,1,0,0
36,-1.8,93.075,-47.1,1.4,2,0,1,0,0,0,0
32,1.4,93.444,-36.1,4.965,4,0,6,1,0,0,0
39,1.4,93.918,-42.7,4.963,6,0,3,0,0,0,0
45,1.4,93.444,-36.1,4.963,3,0,2,1,1,0,0
26,1.4,94.465,-41.8,4.865,3,0,2,1,2,2,0
49,1.4,93.918,-42.7,4.958,1,1,1,0,1,0,0
33,-1.7,94.027,-38.3,0.898,2,1,6,0,1,1,1
35,-1.1,94.767,-50.8,1.04,2,1,4,0,1,0,0
32,1.4,93.918,-42.7,4.963,2,0,4,0,1,0,0
29,1.4,93.918,-42.7,4.96,3,0,2,0,0,0,0
34,1.4,93.444,-36.1,4.97,2,1,6,0,0,0,0
51,1.4,93.918,-42.7,4.959,5,0,3,1,0,0,0
30,-1.8,93.075,-47.1,1.365,2,0,6,0,2,2,0
30,1.4,94.465,-41.8,4.865,1,1,1,0,0,0,0
31,1.1,93.994,-36.4,4.855,2,0,1,0,0,0,0
32,1.4,93.444,-36.1,4.964,1,0,1,0,0,0,0
34,-2.9,92.469,-33.6,0.908,2,0,6,0,0,1,1
25,-1.8,92.893,-46.2,1.327,1,1,1,0,0,0,0
40,-1.8,93.075,-47.1,1.41,2,2,6,0,1,0,0
45,1.1,93.994,-36.4,4.86,3,0,3,0,1,0,0
36,-1.8,92.893,-46.2,1.344,3,0,3,0,1,0,0
31,1.4,94.465,-41.8,4.961,10,0,1,0,1,0,0
29,-0.1,93.2,-42.0,4.021,2,1,6,0,1,0,0
29,1.4,94.465,-41.8,4.864,2,1,1,0,1,0,0
35,1.4,94.465,-41.8,4.961,10,2,1,0,1,0,0
41,1.4,93.918,-42.7,4.968,0,0,0,1,0,0,0
31,1.4,93.444,-36.1,4.965,2,0,6,1,0,0,0
40,1.4,94.465,-41.8,4.866,2,0,6,1,0,0,0
32,1.4,93.444,-36.1,4.962,2,1,6,0,1,0,0
23,-3.0,92.713,-33.0,0.718,11,1,6,0,1,0,2
33,-1.1,94.601,-49.5,0.972,3,1,0,0,1,0,1
38,1.4,93.444,-36.1,4.965,2,0,6,0,0,0,0
31,1.4,93.444,-36.1,4.964,6,0,6,0,0,0,0
55,1.1,93.994,-36.4,4.857,3,0,4,1,1,0,0
37,1.4,94.465,-41.8,4.967,7,0,3,0,0,0,0
39,-1.8,93.075,-47.1,1.405,3,0,3,0,1,0,0
56,1.1,93.994,-36.4,4.855,10,0,6,0,1,0,0
44,1.1,93.994,-36.4,4.857,3,0,5,1,1,0,0
33,1.4,94.465,-41.8,4.962,2,1,1,0,0,1,0
27,1.1,93.994,-36.4,4.855,1,1,1,1,0,0,0
27,1.4,93.918,-42.7,4.961,7,1,6,0,1,0,0
30,1.1,93.994,-36.4,4.856,6,0,6,0,0,0,0
45,-1.8,93.075,-47.1,1.405,2,2,1,1,1,0,0
36,-2.9,92.201,-31.4,0.884,2,2,6,0,1,0,1
38,1.1,93.994,-36.4,4.858,3,0,2,1,0,0,0
27,-2.9,92.469,-33.6,0.944,4,1,6,0,1,0,0
32,-1.8,92.893,-46.2,1.291,3,1,4,0,0,0,1
57,1.4,94.465,-41.8,4.864,3,0,0,1,1,0,0
36,1.4,93.444,-36.1,4.963,7,1,4,0,1,1,0
31,-1.1,94.767,-50.8,1.031,2,1,6,0,1,0,0
34,-1.8,92.893,-46.2,1.299,7,0,3,0,0,0,0
36,1.1,93.994,-36.4,4.857,2,1,1,0,1,1,0
38,1.1,93.994,-36.4,4.86,1,1,1,1,0,1,0
42,-1.8,93.075,-47.1,1.405,2,1,1,0,0,0,0
33,1.1,93.994,-36.4,4.857,7,0,3,0,1,1,0
58,-1.8,92.893,-46.2,1.344,5,0,1,1,0,0,1
31,1.4,93.444,-36.1,4.965,4,1,4,0,0,0,0
43,-3.4,92.379,-29.8,0.75,1,0,2,0,0,0,0
59,1.4,94.465,-41.8,4.955,5,0,3,0,0,1,0
55,-3.0,92.713,-33.0,0.72,4,0,1,0,1,0,1
48,1.1,93.994,-36.4,4.855,2,0,3,0,0,1,0
42,1.1,93.994,-36.4,4.857,7,1,0,1,1,0,0
48,1.1,93.994,-36.4,4.86,3,0,2,0,1,1,0
32,1.4,94.465,-41.8,4.96,3,0,3,0,1,0,0
42,1.1,93.994,-36.4,4.857,3,0,0,1,1,0,0
45,1.4,93.444,-36.1,4.965,4,0,4,0,0,0,0
29,-1.8,92.893,-46.2,1.259,2,3,6,0,0,0,1
33,-0.1,93.798,-40.4,4.827,2,0,6,0,0,0,0
27,1.4,94.465,-41.8,4.864,3,0,3,1,0,0,0
33,1.4,93.444,-36.1,4.967,4,1,4,0,1,0,0
32,-1.8,92.893,-46.2,1.266,1,0,1,0,1,0,0
41,1.4,93.444,-36.1,4.964,0,0,0,1,0,0,0
22,-1.8,92.843,-50.0,1.538,11,1,3,0,1,0,0
53,1.1,93.994,-36.4,4.855,3,0,1,1,0,1,0
37,1.4,93.444,-36.1,4.964,8,0,6,0,1,0,0
29,-1.8,93.876,-40.0,0.699,4,0,4,0,0,0,1
41,1.1,93.994,-36.4,4.857,4,0,1,0,0,0,0
42,1.4,93.918,-42.7,4.96,6,2,6,1,0,0,0
33,-1.8,92.893,-46.2,1.281,8,1,6,0,0,0,0
39,1.4,93.918,-42.7,4.96,0,0,0,0,1,0,0
42,1.4,93.918,-42.7,4.962,2,0,1,0,1,0,0
30,1.4,93.444,-36.1,4.965,4,2,1,0,0,0,0
33,1.4,93.444,-36.1,4.962,2,1,6,0,1,1,0
54,-1.8,92.893,-46.2,1.25,6,0,6,0,1,0,0
28,-1.8,92.893,-46.2,1.266,3,0,3,1,0,0,1
44,1.1,93.994,-36.4,4.856,2,0,6,0,0,0,0
48,1.1,93.994,-36.4,4.857,4,1,1,0,1,1,0
29,1.4,93.444,-36.1,4.968,4,1,1,0,0,0,0
27,1.4,93.918,-42.7,4.96,3,0,3,0,0,1,0
66,-1.8,93.075,-47.1,1.365,7,1,0,0,1,0,0
29,1.4,93.444,-36.1,4.965,4,1,4,0,1,1,0
39,-1.8,92.893,-46.2,1.291,2,0,6,0,0,0,0
31,1.1,93.994,-36.4,4.86,2,0,1,0,0,1,0
36,1.1,93.994,-36.4,4.857,4,0,1,0,1,0,0
32,1.4,93.444,-36.1,4.963,2,1,6,0,1,0,0
30,-0.1,93.2,-42.0,4.153,2,1,6,0,0,0,0
40,1.4,94.465,-41.8,4.959,3,0,3,1,0,0,0
50,1.1,93.994,-36.4,4.859,4,0,4,1,1,0,0
46,1.4,94.465,-41.8,4.864,3,0,2,0,0,1,0
45,-1.8,92.893,-46.2,1.313,4,1,6,0,0,0,1
30,-0.1,93.2,-42.0,4.12,3,0,3,0,0,0,0
47,1.1,93.994,-36.4,4.864,2,1,6,0,0,0,0
35,1.4,93.918,-42.7,4.96,3,0,5,0,1,0,0
50,-1.8,93.075,-47.1,1.405,2,0,1,0,1,0,0
74,-1.7,94.055,-39.8,0.742,5,2,0,0,0,0,1
42,1.1,93.994,-36.4,4.855,2,0,6,1,1,0,0
34,-1.8,92.893,-46.2,1.334,2,3,6,0,0,0,1
28,1.1,93.994,-36.4,4.857,8,0,4,0,0,0,0
30,1.1,93.994,-36.4,4.857,6,1,6,0,0,0,0
43,1.4,93.918,-42.7,4.96,2,0,1,0,0,0,0
47,-3.0,92.713,-33.0,0.717,2,0,6,0,0,0,0
38,1.4,93.918,-42.7,4.961,7,0,0,1,0,0,0
36,-0.1,93.2,-42.0,4.021,2,0,2,0,1,1,1
37,1.4,93.918,-42.7,4.961,2,1,1,0,1,0,0
44,-1.8,92.893,-46.2,1.299,4,0,4,0,0,0,1
56,1.1,93.994,-36.4,4.86,2,0,1,0,0,0,0
55,-0.1,93.2,-42.0,4.076,3,2,2,0,1,0,0
36,-0.1,93.2,-42.0,4.076,2,1,6,0,1,0,0
39,1.4,93.444,-36.1,4.965,4,1,1,0,0,0,0
42,1.4,93.918,-42.7,4.958,0,0,3,0,1,1,0
49,-3.4,92.431,-26.9,0.739,2,1,1,0,1,0,1
34,1.4,93.444,-36.1,4.963,2,2,6,0,1,0,0
35,-0.1,93.2,-42.0,4.12,0,2,3,0,0,0,1
36,1.1,93.994,-36.4,4.857,4,0,4,0,0,0,0
37,1.4,94.465,-41.8,4.959,3,0,0,1,0,0,0
38,-1.8,92.893,-46.2,1.266,3,0,0,0,1,1,1
59,-1.8,92.893,-46.2,1.266,5,0,0,0,0,0,0
33,1.1,93.994,-36.4,4.857,2,0,5,0,1,0,0
51,1.1,93.994,-36.4,4.857,2,2,3,1,1,0,0
33,1.1,93.994,-36.4,4.859,2,0,6,0,0,0,0
32,1.4,93.918,-42.7,4.962,3,0,4,0,0,0,0
45,-1.7,94.215,-40.3,0.84,6,0,6,0,1,0,0
26,-1.8,92.843,-50.0,1.811,11,1,3,0,1,0,0
41,1.4,93.918,-42.7,4.963,2,0,5,0,0,0,0
31,1.4,94.465,-41.8,4.959,3,0,3,1,1,0,0
44,1.4,93.918,-42.7,4.962,3,0,0,1,1,0,0
25,1.1,93.994,-36.4,4.856,4,1,4,0,1,1,0
40,1.1,93.994,-36.4,4.86,2,0,1,1,0,0,0
30,1.1,93.994,-36.4,4.864,2,0,1,0,0,0,0
54,1.4,94.465,-41.8,4.961,4,0,4,0,1,0,0
53,1.1,93.994,-36.4,4.857,3,0,0,0,1,0,0
36,1.4,93.444,-36.1,4.97,2,0,4,0,0,0,0
27,-1.8,93.075,-47.1,1.405,4,1,6,0,0,1,1
29,1.4,93.444,-36.1,4.963,4,1,6,0,1,0,0
33,-1.7,94.055,-39.8,0.742,2,0,1,0,0,0,0
34,1.4,94.465,-41.8,4.967,4,0,6,0,0,0,0
48,1.4,93.918,-42.7,4.962,3,1,2,1,1,0,0
37,-1.8,92.893,-46.2,1.281,3,0,0,0,0,1,1
35,-1.8,93.075,-47.1,1.405,3,0,0,0,1,0,0
43,1.4,93.918,-42.7,4.968,1,0,2,0,0,1,0
37,1.4,94.465,-41.8,4.967,3,0,3,0,1,0,0
44,1.4,93.444,-36.1,4.965,4,0,4,1,0,1,0
55,1.4,93.444,-36.1,4.964,1,0,0,0,0,1,0
37,1.4,93.444,-36.1,4.965,4,1,4,0,1,0,0
36,-3.4,92.379,-29.8,0.773,2,1,6,0,1,0,0
34,-0.1,93.2,-42.0,4.153,3,0,3,0,1,1,0
33,-1.8,93.075,-47.1,1.405,4,1,1,0,0,0,0
